olgnname,count,mean.control.log.signal,control.sd.log.signal
UniRef90_P06922_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06922_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P06923_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P06923_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P06924_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P06927_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06929_oligopeptide_1,2,-4.667646166,0.191788563
UniRef90_P06929_oligopeptide_2,0,-4.650036965,0.204425935
UniRef90_P06929_oligopeptide_3,3,-4.667646166,0.191491264
UniRef90_P06929_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P06930_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_P06930_oligopeptide_3,0,-4.697749165,0.2091122
UniRef90_P06930_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P06930_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P06932_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_P06932_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_101,2,-4.650037065,0.252800967
UniRef90_P06935_oligopeptide_102,0,-4.697749166,0.198844698
UniRef90_P06935_oligopeptide_103,0,-4.697749166,0.210647835
UniRef90_P06935_oligopeptide_104,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_105,0,-4.697749166,0.255402927
UniRef90_P06935_oligopeptide_106,0,-4.667646165,0.187262535
UniRef90_P06935_oligopeptide_107,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_108,0,-4.637543165,0.15957394
UniRef90_P06935_oligopeptide_109,3,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_110,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_111,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_112,2,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_113,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_114,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_115,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_116,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_117,2,-4.697749165,0.200843339
UniRef90_P06935_oligopeptide_118,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_119,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_120,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_121,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_122,1,-4.667646166,0.178744388
UniRef90_P06935_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_18,0,-4.697749166,0.255402927
UniRef90_P06935_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_2,2,-4.667646166,0.211877479
UniRef90_P06935_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_22,2,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_23,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_24,6,-4.364303639,0.235654854
UniRef90_P06935_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_29,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_34,0,-4.619933966,0.269664992
UniRef90_P06935_oligopeptide_35,2,-4.68014004,0.216731547
UniRef90_P06935_oligopeptide_36,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_37,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_38,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_39,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_4,0,-4.667646166,0.245460352
UniRef90_P06935_oligopeptide_40,2,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_41,0,-4.54211884,0.178364391
UniRef90_P06935_oligopeptide_42,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_44,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_45,3,-4.697749165,0.200843339
UniRef90_P06935_oligopeptide_46,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_47,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_48,2,-4.680139965,0.231541677
UniRef90_P06935_oligopeptide_5,3,-4.697749165,0.188729169
UniRef90_P06935_oligopeptide_50,2,-4.55972804,0.21790925
UniRef90_P06935_oligopeptide_51,0,-4.637543166,0.226105225
UniRef90_P06935_oligopeptide_52,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_53,2,-4.697749166,0.198844698
UniRef90_P06935_oligopeptide_54,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_55,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_56,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_57,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_58,2,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_6,0,-4.697749166,0.255402927
UniRef90_P06935_oligopeptide_61,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_62,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_63,0,-4.697749165,0.188729169
UniRef90_P06935_oligopeptide_65,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_66,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_67,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_68,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_7,2,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_70,0,-4.697749166,0.255402927
UniRef90_P06935_oligopeptide_71,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_72,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_73,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_74,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_75,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_76,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_77,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_78,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_79,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_80,0,-4.697749166,0.198844698
UniRef90_P06935_oligopeptide_81,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_82,1,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_83,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_84,2,-4.697749166,0.198844698
UniRef90_P06935_oligopeptide_85,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_86,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_88,1,-4.68014004,0.216731547
UniRef90_P06935_oligopeptide_89,4,-4.55972804,0.210763343
UniRef90_P06935_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_90,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_91,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_92,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_93,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_94,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_95,0,-4.697749165,0.188729169
UniRef90_P06935_oligopeptide_96,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_97,0,-4.727852165,0.202964529
UniRef90_P06935_oligopeptide_98,0,-4.637543165,0.183229515
UniRef90_P06935_oligopeptide_99,1,-4.727852165,0.202964529
UniRef90_P06938_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_P06938_oligopeptide_2,0,-4.637543166,0.269671985
UniRef90_P06938_oligopeptide_3,2,-4.727852165,0.202964529
UniRef90_P06939_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_11,2,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_5,1,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_8,2,-4.727852165,0.202964529
UniRef90_P06942_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_12,0,-4.602324866,0.253698375
UniRef90_P07210_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_14,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_19,0,-4.697749165,0.200843339
UniRef90_P07210_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_21,0,-4.697749165,0.200843339
UniRef90_P07210_oligopeptide_22,1,-4.697749165,0.188729169
UniRef90_P07210_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_26,2,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_29,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_34,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_35,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_36,0,-4.697749165,0.2091122
UniRef90_P07210_oligopeptide_37,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_38,0,-4.667646166,0.178744388
UniRef90_P07210_oligopeptide_39,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_40,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_41,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_42,1,-4.697749165,0.194775683
UniRef90_P07210_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_44,1,-4.650037065,0.185229377
UniRef90_P07210_oligopeptide_46,4,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_47,0,-4.697749166,0.210647835
UniRef90_P07210_oligopeptide_48,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_49,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_50,0,-4.697749166,0.198844698
UniRef90_P07210_oligopeptide_51,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_52,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_53,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_54,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_55,2,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_56,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_57,0,-4.607440166,0.253699267
UniRef90_P07210_oligopeptide_59,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_6,1,-4.697749166,0.198844698
UniRef90_P07210_oligopeptide_60,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_61,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_62,0,-4.619934066,0.24860639
UniRef90_P07210_oligopeptide_64,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_65,2,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_66,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_67,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_68,8,-4.619934066,0.183097919
UniRef90_P07210_oligopeptide_69,2,-4.667646166,0.201750756
UniRef90_P07210_oligopeptide_70,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_71,1,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_72,0,-4.65003704,0.224910816
UniRef90_P07210_oligopeptide_73,5,-4.697749165,0.188729169
UniRef90_P07210_oligopeptide_74,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_75,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_76,0,-4.727852165,0.202964529
UniRef90_P07210_oligopeptide_77,0,-4.727852165,0.202964529
UniRef90_P07239_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07239_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07239_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07239_oligopeptide_6,2,-4.434200815,0.140991645
UniRef90_P07240_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_10,0,-4.619934065,0.212185189
UniRef90_P07240_oligopeptide_11,5,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_4,2,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07240_oligopeptide_8,2,-4.727852165,0.202964529
UniRef90_P07242_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07242_oligopeptide_2,0,-4.657955165,0.255275783
UniRef90_P07242_oligopeptide_3,0,-4.697749166,0.198844698
UniRef90_P07242_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07242_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07242_oligopeptide_6,0,-4.667646166,0.236659332
UniRef90_P07242_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_8,1,-4.727852165,0.202964529
UniRef90_P07385_oligopeptide_9,2,-4.697749166,0.198844698
UniRef90_P07387_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_14,0,-4.697749165,0.2091122
UniRef90_P07387_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_16,0,-4.697749166,0.198844698
UniRef90_P07387_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_4,5,-4.459728066,0.284636195
UniRef90_P07387_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_6,1,-4.667646165,0.174206513
UniRef90_P07387_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P07387_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_12,1,-4.697749165,0.188729169
UniRef90_P07392_oligopeptide_13,2,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_15,1,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_17,0,-4.650036965,0.222628077
UniRef90_P07392_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_2,3,-4.697749166,0.210647835
UniRef90_P07392_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_23,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_25,1,-4.697749165,0.2091122
UniRef90_P07392_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_29,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_32,2,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_33,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_34,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_36,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_37,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_38,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_39,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_40,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_41,0,-4.667646166,0.2406905
UniRef90_P07392_oligopeptide_42,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_44,3,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_45,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P07392_oligopeptide_9,2,-4.607440166,0.150334567
UniRef90_P07577_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07608_oligopeptide_1,1,-4.697749165,0.188729169
UniRef90_P07608_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07610_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07610_oligopeptide_2,5,-4.637543166,0.270210841
UniRef90_P07610_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07610_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07610_oligopeptide_5,1,-4.667646166,0.248115925
UniRef90_P07612_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_P07612_oligopeptide_2,1,-4.667646166,0.191788563
UniRef90_P07612_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07612_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07612_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_P07612_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07612_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P07613_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07613_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07613_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_12,0,-4.559727966,0.229659576
UniRef90_P07614_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_4,1,-4.529624966,0.288694484
UniRef90_P07614_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_6,0,-4.667646166,0.191788563
UniRef90_P07614_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_P07614_oligopeptide_9,3,-4.499522066,0.314179878
UniRef90_P07616_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07616_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07616_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_P07616_oligopeptide_4,0,-4.667646165,0.241877621
UniRef90_P07616_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_5,2,-4.727852165,0.202964529
UniRef90_P07885_oligopeptide_6,2,-4.373994715,0.30667899
UniRef90_P07885_oligopeptide_7,0,-4.481912941,0.293140246
UniRef90_P07975_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_P07975_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_P07975_oligopeptide_11,0,-4.727852165,0.202964529
