olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_P36748_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_P36757_oligopeptide_15,1,-4.698152,0.196465498,2
UniRef90_P36781_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_P36794_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P37800_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_P37800_oligopeptide_24,1,-4.698152,0.196465498,2
UniRef90_P48752_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_P50762_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_P50766_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_P50808_oligopeptide_19,1,-4.698152,0.196465498,2
UniRef90_P50815_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_P50816_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P52339_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_P52442_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_P52457_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_P52519_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_P54634_oligopeptide_20,1,-4.698152,0.196465498,2
UniRef90_P54635_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P68438_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P68598_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P87515_oligopeptide_21,1,-4.698152,0.196465498,2
UniRef90_P87515_oligopeptide_38,1,-4.698152,0.196465498,2
UniRef90_P87515_oligopeptide_85,1,-4.698152,0.196465498,2
UniRef90_P88838_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_P88838_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P89429_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_P89455_oligopeptide_9,1,-4.698152,0.196465498,2
UniRef90_P89462_oligopeptide_21,1,-4.698152,0.196465498,2
UniRef90_P89474_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q00071_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q01222_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q01230_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q01479_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q01641_oligopeptide_23,1,-4.698152,0.196465498,2
UniRef90_Q02049_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q02049_oligopeptide_20,1,-4.698152,0.196465498,2
UniRef90_Q03495_oligopeptide_47,1,-4.698152,0.196465498,2
UniRef90_Q04550_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q04966_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q05137_oligopeptide_15,1,-4.698152,0.196465498,2
UniRef90_Q05322_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q07272_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q07851_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_Q0ZME8_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q1PDC4_oligopeptide_73,1,-4.698152,0.196465498,2
UniRef90_Q2HR64_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_Q2HR64_oligopeptide_83,1,-4.698152,0.196465498,2
UniRef90_Q2HR67_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_Q2HR67_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_Q2HR73_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_Q2HR85_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q2HR95_oligopeptide_17,1,-4.698152,0.196465498,2
UniRef90_Q306W8_oligopeptide_33,1,-4.698152,0.196465498,2
UniRef90_Q32ZD4_oligopeptide_30,1,-4.698152,0.196465498,2
UniRef90_Q32ZE0_oligopeptide_70,1,-4.698152,0.196465498,2
UniRef90_Q3ZK61_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_Q4JQT7_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q4TWH7_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_Q50LE6_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_Q5K2K3_oligopeptide_40,1,-4.698152,0.196465498,2
UniRef90_Q5MQC7_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q5QGZ2_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q5Y388_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_Q5Y9A9_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q66474_oligopeptide_51,1,-4.698152,0.196465498,2
UniRef90_Q66478_oligopeptide_21,1,-4.698152,0.196465498,2
UniRef90_Q66849_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q66849_oligopeptide_44,1,-4.698152,0.196465498,2
UniRef90_Q67170_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_Q69014_oligopeptide_61,1,-4.698152,0.196465498,2
UniRef90_Q69567_oligopeptide_33,1,-4.698152,0.196465498,2
UniRef90_Q6Q1R9_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q6SWB7_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_Q6SWC3_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q6TQR6_oligopeptide_23,1,-4.698152,0.196465498,2
UniRef90_Q6WB94_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q6XDK7_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_Q75008_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q76638_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_Q80903_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q80925_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q80925_oligopeptide_7,1,-4.698152,0.196465498,2
UniRef90_Q80950_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_Q80951_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q80951_oligopeptide_9,1,-4.698152,0.196465498,2
UniRef90_Q80953_oligopeptide_11,1,-4.698152,0.196465498,2
UniRef90_Q80HX0_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q82041_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q82081_oligopeptide_46,1,-4.698152,0.196465498,2
UniRef90_Q83887_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q84173_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_Q86887_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q89882_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q8JL78_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q8V2K9_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q90038_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_Q914N0_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q91B85_oligopeptide_114,1,-4.698152,0.196465498,2
UniRef90_Q91DD5_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_Q91E95_oligopeptide_26,1,-4.698152,0.196465498,2
UniRef90_Q91E96_oligopeptide_26,1,-4.698152,0.196465498,2
UniRef90_Q98298_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_Q997F2_oligopeptide_15,1,-4.698152,0.196465498,2
UniRef90_Q9DHK3_oligopeptide_17,1,-4.698152,0.196465498,2
UniRef90_Q9DUC4_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_Q9ENK7_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q9IDV9_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_Q9PZT0_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q9PZT1_oligopeptide_14,1,-4.698152,0.196465498,2
UniRef90_Q9Q0U7_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q9Q719_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q9QF31_oligopeptide_31,1,-4.698152,0.196465498,2
UniRef90_Q9QJ12_oligopeptide_32,1,-4.698152,0.196465498,2
UniRef90_Q9QJ54_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_Q9QR71_oligopeptide_33,1,-4.698152,0.196465498,2
UniRef90_Q9QSR3_oligopeptide_21,1,-4.698152,0.196465498,2
UniRef90_Q9WCD9_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_Q9WGZ0_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q9YLJ1_oligopeptide_63,1,-4.698152,0.196465498,2
UniRef90_P68324_oligopeptide_16,1,-4.568778,0.018729435,2
UniRef90_Q2HR92_oligopeptide_4,1,-4.516158,0.08747136,2
UniRef90_P03303_oligopeptide_10,1,-4.628666,0.06972901,2
UniRef90_P0C1K2_oligopeptide_3,1,-4.628666,0.06972901,2
UniRef90_Q80HV2_oligopeptide_2,2,-4.479885,0.42605126,2
UniRef90_P52347_oligopeptide_23,1,-4.516158,0.08747136,2
UniRef90_Q8QZ73_oligopeptide_67,1,-4.516158,0.08747136,2
UniRef90_P35961_oligopeptide_9,1,-4.516158,0.08747136,2
UniRef90_Q76639_oligopeptide_2,3,-4.151544,0.06972901,2
UniRef90_Q86108_oligopeptide_33,1,-4.289643,0.340020613,2
UniRef90_Q69138_oligopeptide_10,2,-4.528046,0.676405372,2
UniRef90_P03193_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_O89344_oligopeptide_26,1,-4.568778,0.018729435,2
UniRef90_F5HDD0_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_Q77374_oligopeptide_2,1,-4.516158,0.08747136,2
UniRef90_P27232_oligopeptide_14,1,-4.42688,0.192790856,2
UniRef90_O89344_oligopeptide_23,1,-4.516158,0.08747136,2
UniRef90_Q5XX01_oligopeptide_48,1,-4.568778,0.018729435,2
UniRef90_Q05111_oligopeptide_6,1,-4.568778,0.018729435,2
UniRef90_Q6IUF8_oligopeptide_14,2,-4.360991,0.126253364,2
UniRef90_P36844_oligopeptide_3,1,-4.568778,0.018729435,2
UniRef90_D5LX59_oligopeptide_30,1,-4.568778,0.018729435,2
UniRef90_Q9QBZ2_oligopeptide_10,1,-4.568778,0.018729435,2
UniRef90_Q676U7_oligopeptide_2,1,-4.516158,0.08747136,2
UniRef90_Q80923_oligopeptide_9,1,-4.388297,0.235484825,2
UniRef90_P09292_oligopeptide_19,1,-4.42688,0.192790856,2
UniRef90_Q2HRB3_oligopeptide_2,3,-4.039036,0.08747136,2
UniRef90_Q32ZD4_oligopeptide_87,1,-4.568778,0.018729435,2
UniRef90_Q6SW55_oligopeptide_10,2,-4.528046,0.676405372,2
UniRef90_P32530_oligopeptide_3,1,-4.469229,0.144196012,2
UniRef90_Q99IB8_oligopeptide_16,1,-4.628666,0.06972901,2
UniRef90_P09282_oligopeptide_3,1,-4.469229,0.144196012,2
UniRef90_P13179_oligopeptide_51,2,-4.327636,0.06972901,2
UniRef90_P22055_oligopeptide_64,1,-4.628666,0.06972901,2
UniRef90_P0DOJ0_oligopeptide_3,1,-4.628666,0.06972901,2
UniRef90_P27400_oligopeptide_22,1,-4.628666,0.06972901,2
UniRef90_Q9DSQ0_oligopeptide_4,1,-4.516158,0.08747136,2
UniRef90_P27220_oligopeptide_13,1,-4.628666,0.06972901,2
UniRef90_Q32ZE0_oligopeptide_97,1,-4.516158,0.08747136,2
UniRef90_O89344_oligopeptide_48,1,-4.469229,0.144196012,2
UniRef90_P36833_oligopeptide_3,1,-4.568778,0.018729435,2
UniRef90_P37800_oligopeptide_32,1,-4.628666,0.06972901,2
UniRef90_Q85365_oligopeptide_7,1,-4.628666,0.06972901,2
UniRef90_Q9QB97_oligopeptide_7,2,-4.436535,0.289372643,2
UniRef90_Q5WPU5_oligopeptide_6,1,-4.628666,0.06972901,2
UniRef90_Q32ZE0_oligopeptide_99,1,-4.469229,0.144196012,2
UniRef90_P29165_oligopeptide_33,1,-4.516158,0.08747136,2
UniRef90_P11824_oligopeptide_13,1,-4.628666,0.06972901,2
UniRef90_Q66849_oligopeptide_32,1,-4.42688,0.192790856,2
UniRef90_P03213_oligopeptide_7,1,-4.628666,0.06972901,2
UniRef90_P06462_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_O12164_oligopeptide_29,2,-4.436535,0.289372643,2
UniRef90_P17763_oligopeptide_32,1,-4.628666,0.06972901,2
UniRef90_Q9INI4_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_P36334_oligopeptide_37,1,-4.628666,0.06972901,2
UniRef90_Q91B85_oligopeptide_39,1,-4.568778,0.018729435,2
UniRef90_Q82045_oligopeptide_9,1,-4.628666,0.06972901,2
UniRef90_Q82506_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_Q6UY70_oligopeptide_40,1,-4.568778,0.018729435,2
UniRef90_P21737_oligopeptide_19,1,-4.628666,0.06972901,2
UniRef90_P06498_oligopeptide_3,1,-4.628666,0.06972901,2
UniRef90_P29990_oligopeptide_111,1,-4.628666,0.06972901,2
UniRef90_P52362_oligopeptide_28,2,-4.146509,0.16934449,2
UniRef90_Q9INJ1_oligopeptide_14,1,-4.628666,0.06972901,2
UniRef90_P27025_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_Q04538_oligopeptide_12,1,-4.628666,0.06972901,2
UniRef90_Q04544_oligopeptide_13,3,-4.246905,0.254989651,2
UniRef90_P52360_oligopeptide_13,2,-4.267748,0.018729435,2
UniRef90_P52385_oligopeptide_9,2,-4.479885,0.42605126,2
UniRef90_P06162_oligopeptide_13,2,-4.528046,0.676405372,2
UniRef90_P14350_oligopeptide_5,1,-4.628666,0.06972901,2
UniRef90_Q3KSU8_oligopeptide_91,1,-4.628666,0.06972901,2
UniRef90_P23456_oligopeptide_74,2,-4.479885,0.42605126,2
UniRef90_Q99IB8_oligopeptide_90,2,-4.296661,0.022282902,2
UniRef90_Q01230_oligopeptide_4,2,-4.436535,0.289372643,2
UniRef90_P03452_oligopeptide_12,2,-4.10613,0.214774228,2
UniRef90_P60166_oligopeptide_13,2,-4.397122,0.196465498,2
UniRef90_P29990_oligopeptide_86,1,-4.469229,0.144196012,2
UniRef90_P04583_oligopeptide_8,1,-4.568778,0.018729435,2
UniRef90_P03345_oligopeptide_6,1,-4.628666,0.06972901,2
UniRef90_P06794_oligopeptide_15,1,-4.628666,0.06972901,2
UniRef90_P16749_oligopeptide_20,2,-4.528046,0.676405372,2
UniRef90_P36328_oligopeptide_66,3,-4.196613,0.147819609,2
UniRef90_P0C6K4_oligopeptide_22,1,-4.628666,0.06972901,2
UniRef90_Q1HVG4_oligopeptide_7,1,-4.628666,0.06972901,2
UniRef90_Q98277_oligopeptide_25,1,-4.628666,0.06972901,2
UniRef90_Q0ZME7_oligopeptide_44,1,-4.568778,0.018729435,2
UniRef90_F5H8Y5_oligopeptide_6,2,-4.528046,0.676405372,2
UniRef90_Q76632_oligopeptide_4,2,-4.479885,0.42605126,2
UniRef90_Q6WB95_oligopeptide_5,1,-4.516158,0.08747136,2
UniRef90_P17145_oligopeptide_6,2,-4.528046,0.676405372,2
UniRef90_P31352_oligopeptide_22,1,-4.628666,0.06972901,2
UniRef90_P30005_oligopeptide_14,1,-4.469229,0.144196012,2
UniRef90_P0C6U5_oligopeptide_46,2,-4.327636,0.06972901,2
UniRef90_F5HI32_oligopeptide_3,1,-4.568778,0.018729435,2
UniRef90_P36290_oligopeptide_61,2,-4.360991,0.126253364,2
UniRef90_P20888_oligopeptide_29,1,-4.568778,0.018729435,2
UniRef90_Q2HR98_oligopeptide_11,1,-4.469229,0.144196012,2
UniRef90_P27312_oligopeptide_30,1,-4.628666,0.06972901,2
UniRef90_P03186_oligopeptide_29,1,-4.628666,0.06972901,2
UniRef90_Q77Z83_oligopeptide_22,1,-4.516158,0.08747136,2
UniRef90_P04584_oligopeptide_48,1,-4.261179,0.369320653,2
UniRef90_O12158_oligopeptide_41,2,-4.327636,0.06972901,2
UniRef90_P0C6U4_oligopeptide_76,3,-4.335301,0.570017651,2
UniRef90_Q04916_oligopeptide_2,1,-4.516158,0.08747136,2
UniRef90_P06159_oligopeptide_15,2,-4.240642,0.054952206,2
UniRef90_P11818_oligopeptide_18,2,-4.397122,0.196465498,2
UniRef90_P52357_oligopeptide_24,3,-4.246905,0.254989651,2
UniRef90_P36290_oligopeptide_74,1,-4.516158,0.08747136,2
UniRef90_P07975_oligopeptide_19,1,-4.516158,0.08747136,2
UniRef90_Q83883_oligopeptide_27,1,-4.388297,0.235484825,2
UniRef90_P03540_oligopeptide_7,2,-4.479885,0.42605126,2
UniRef90_Q4QXJ8_oligopeptide_78,1,-4.469229,0.144196012,2
UniRef90_P17763_oligopeptide_117,2,-4.479885,0.42605126,2
UniRef90_P03209_oligopeptide_7,1,-4.628666,0.06972901,2
UniRef90_Q9DHQ8_oligopeptide_2,1,-4.516158,0.08747136,2
UniRef90_Q9QAX1_oligopeptide_97,1,-4.568778,0.018729435,2
UniRef90_Q6WAT6_oligopeptide_8,1,-4.568778,0.018729435,2
UniRef90_P52539_oligopeptide_18,1,-4.516158,0.08747136,2
UniRef90_Q80944_oligopeptide_2,1,-4.469229,0.144196012,2
UniRef90_Q8JTH0_oligopeptide_11,1,-4.469229,0.144196012,2
UniRef90_P37800_oligopeptide_48,1,-4.628666,0.06972901,2
UniRef90_P21605_oligopeptide_2,1,-4.388297,0.235484825,2
UniRef90_Q02004_oligopeptide_43,1,-4.42688,0.192790856,2
UniRef90_P0DJX2_oligopeptide_1,1,-4.628666,0.06972901,2
UniRef90_P33827_oligopeptide_9,1,-4.469229,0.144196012,2
UniRef90_Q1PDC4_oligopeptide_39,2,-4.360991,0.126253364,2
UniRef90_Q9ENK8_oligopeptide_18,1,-4.516158,0.08747136,2
UniRef90_Q9YID8_oligopeptide_2,2,-4.327636,0.06972901,2
UniRef90_Q32ZE0_oligopeptide_101,1,-4.469229,0.144196012,2
UniRef90_P16289_oligopeptide_40,1,-4.568778,0.018729435,2
UniRef90_P04621_oligopeptide_4,1,-4.628666,0.06972901,2
UniRef90_Q99IB8_oligopeptide_72,1,-4.568778,0.018729435,2
UniRef90_P10228_oligopeptide_9,2,-4.479885,0.42605126,2
UniRef90_Q98267_oligopeptide_5,1,-4.568778,0.018729435,2
UniRef90_P09310_oligopeptide_24,1,-4.568778,0.018729435,2
UniRef90_P22421_oligopeptide_2,1,-4.628666,0.06972901,2
UniRef90_P12449_oligopeptide_5,1,-4.628666,0.06972901,2
UniRef90_P27588_oligopeptide_9,2,-4.436535,0.289372643,2
UniRef90_Q45UF2_oligopeptide_9,1,-4.628666,0.06972901,2
UniRef90_P52540_oligopeptide_18,1,-4.628666,0.06972901,2
UniRef90_P0C6M3_oligopeptide_3,1,-4.628666,0.06972901,2
UniRef90_P36724_oligopeptide_3,2,-4.360991,0.126253364,2
UniRef90_P52339_oligopeptide_17,1,-4.628666,0.06972901,2
UniRef90_Q9WC69_oligopeptide_23,1,-4.568778,0.018729435,2
UniRef90_O55778_oligopeptide_16,1,-4.568778,0.018729435,2
UniRef90_O12792_oligopeptide_5,1,-4.628666,0.06972901,2
UniRef90_P03314_oligopeptide_4,1,-4.516158,0.08747136,2
UniRef90_P04594_oligopeptide_10,3,-4.173494,0.106175816,2
UniRef90_Q9J3N2_oligopeptide_5,1,-4.568778,0.018729435,2
UniRef90_P09732_oligopeptide_61,1,-4.628666,0.06972901,2
UniRef90_Q66T62_oligopeptide_3,2,-4.327636,0.06972901,2
UniRef90_P0C6X7_oligopeptide_157,2,-4.479885,0.42605126,2
UniRef90_Q5K2K3_oligopeptide_15,1,-4.568778,0.018729435,2
UniRef90_P04017_oligopeptide_2,1,-4.568778,0.018729435,2
UniRef90_Q9QJ49_oligopeptide_12,2,-4.397122,0.196465498,2
UniRef90_Q76631_oligopeptide_3,1,-4.568778,0.018729435,2
UniRef90_F5HA06_oligopeptide_4,3,-4.335301,0.570017651,2
UniRef90_P06856_oligopeptide_25,1,-4.568778,0.018729435,2
UniRef90_Q74126_oligopeptide_8,1,-4.628666,0.06972901,2
UniRef90_Q80910_oligopeptide_8,1,-4.628666,0.06972901,2
UniRef90_Q86108_oligopeptide_18,1,-4.628666,0.06972901,2
UniRef90_Q8JPY1_oligopeptide_15,1,-4.568778,0.018729435,2
UniRef90_P33803_oligopeptide_6,1,-4.388297,0.235484825,2
UniRef90_P04585_oligopeptide_39,1,-4.568778,0.018729435,2
UniRef90_Q913A7_oligopeptide_25,1,-4.516158,0.08747136,2
UniRef90_O39929_oligopeptide_88,1,-4.568778,0.018729435,2
UniRef90_Q9QSP0_oligopeptide_51,1,-4.42688,0.192790856,2
UniRef90_Q07860_oligopeptide_15,2,-4.528046,0.676405372,2
UniRef90_Q66T62_oligopeptide_17,2,-4.436535,0.289372643,2
UniRef90_P03186_oligopeptide_111,1,-4.568778,0.018729435,2
UniRef90_A0A024B7W1_oligopeptide_44,1,-4.568778,0.018729435,2
UniRef90_O89292_oligopeptide_25,1,-4.568778,0.018729435,2
UniRef90_Q05137_oligopeptide_9,2,-4.528046,0.676405372,2
UniRef90_P18802_oligopeptide_9,2,-4.528046,0.676405372,2
UniRef90_P0C6X4_oligopeptide_239,1,-4.516158,0.08747136,2
UniRef90_O92530_oligopeptide_70,1,-4.516158,0.08747136,2
UniRef90_P06538_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_P17143_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_P08292_oligopeptide_56,1,-4.698152,0.196465498,2
UniRef90_P24433_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_P52340_oligopeptide_57,1,-4.698152,0.196465498,2
UniRef90_Q02275_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q91C28_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q9INJ1_oligopeptide_29,1,-4.698152,0.196465498,2
UniRef90_P36813_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_P50768_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q81487_oligopeptide_88,1,-4.698152,0.196465498,2
UniRef90_O56774_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q05112_oligopeptide_18,1,-4.698152,0.196465498,2
UniRef90_Q8JZ13_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_P03273_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P03300_oligopeptide_63,1,-4.698152,0.196465498,2
UniRef90_P06789_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_P09711_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P0C6X7_oligopeptide_99,1,-4.698152,0.196465498,2
UniRef90_P10221_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P13179_oligopeptide_52,1,-4.698152,0.196465498,2
UniRef90_P21105_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_P26141_oligopeptide_15,1,-4.698152,0.196465498,2
UniRef90_P27316_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_P32537_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P50794_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_Q68798_oligopeptide_51,1,-4.698152,0.196465498,2
UniRef90_Q8JTH0_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_Q90033_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_Q9QJ29_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q9QSP0_oligopeptide_57,1,-4.698152,0.196465498,2
UniRef90_Q9WFZ0_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_P03300_oligopeptide_39,1,-4.698152,0.196465498,2
UniRef90_P05888_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_P18377_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_P29984_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_P68438_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_Q45UG0_oligopeptide_15,1,-4.698152,0.196465498,2
UniRef90_Q4JQX4_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_Q5K2K6_oligopeptide_1,1,-4.698152,0.196465498,2
UniRef90_F5HFA1_oligopeptide_9,1,-4.698152,0.196465498,2
UniRef90_P04665_oligopeptide_12,1,-4.698152,0.196465498,2
UniRef90_P05807_oligopeptide_20,1,-4.698152,0.196465498,2
UniRef90_P09724_oligopeptide_6,1,-4.698152,0.196465498,2
UniRef90_P17361_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_P31352_oligopeptide_41,1,-4.698152,0.196465498,2
UniRef90_P32984_oligopeptide_17,1,-4.698152,0.196465498,2
UniRef90_P36730_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P36848_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_Q01222_oligopeptide_13,1,-4.698152,0.196465498,2
UniRef90_Q03495_oligopeptide_31,1,-4.698152,0.196465498,2
UniRef90_Q2HR64_oligopeptide_25,1,-4.698152,0.196465498,2
UniRef90_Q69535_oligopeptide_19,1,-4.698152,0.196465498,2
UniRef90_Q77Z83_oligopeptide_19,1,-4.698152,0.196465498,2
UniRef90_Q83887_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_Q91B85_oligopeptide_72,1,-4.698152,0.196465498,2
UniRef90_Q9IPJ8_oligopeptide_10,1,-4.698152,0.196465498,2
UniRef90_Q9QBY4_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_A5HBD5_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_P03198_oligopeptide_8,1,-4.698152,0.196465498,2
UniRef90_P03227_oligopeptide_35,1,-4.698152,0.196465498,2
UniRef90_P04578_oligopeptide_29,1,-4.698152,0.196465498,2
UniRef90_P09702_oligopeptide_5,1,-4.698152,0.196465498,2
UniRef90_P09866_oligopeptide_35,1,-4.698152,0.196465498,2
UniRef90_P0C6X5_oligopeptide_233,1,-4.698152,0.196465498,2
UniRef90_P0DOJ1_oligopeptide_9,1,-4.698152,0.196465498,2
UniRef90_P18802_oligopeptide_25,1,-4.698152,0.196465498,2
UniRef90_P27235_oligopeptide_7,1,-4.698152,0.196465498,2
UniRef90_P36756_oligopeptide_4,1,-4.698152,0.196465498,2
UniRef90_P52438_oligopeptide_27,1,-4.698152,0.196465498,2
UniRef90_Q2HRA7_oligopeptide_23,1,-4.698152,0.196465498,2
UniRef90_Q306W8_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_Q66575_oligopeptide_64,1,-4.698152,0.196465498,2
UniRef90_Q77PU6_oligopeptide_26,1,-4.698152,0.196465498,2
UniRef90_Q81487_oligopeptide_70,1,-4.698152,0.196465498,2
UniRef90_Q9IFX2_oligopeptide_46,1,-4.698152,0.196465498,2
UniRef90_B2C4J0_oligopeptide_7,1,-4.698152,0.196465498,2
UniRef90_O90370_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_P03200_oligopeptide_29,1,-4.698152,0.196465498,2
UniRef90_P03275_oligopeptide_16,1,-4.698152,0.196465498,2
UniRef90_P03420_oligopeptide_20,1,-4.698152,0.196465498,2
UniRef90_P04584_oligopeptide_29,1,-4.698152,0.196465498,2
UniRef90_P04585_oligopeptide_35,1,-4.698152,0.196465498,2
UniRef90_P0C6U3_oligopeptide_2,1,-4.698152,0.196465498,2
UniRef90_P11820_oligopeptide_22,1,-4.698152,0.196465498,2
UniRef90_P13285_oligopeptide_3,1,-4.698152,0.196465498,2
UniRef90_P18272_oligopeptide_19,1,-4.698152,0.196465498,2
